reservation_id,date_reservation,date_arrivee,region_hotel,ville,type_destination,hotel_id,categorie_hotel,segment_client,marche_origine,canal_reservation,moyen_transport,delai_reservation_jours,nuits,adultes,enfants,chambres,formule_repas,tarif_remboursable,type_acompte,prix_moyen_nuit_eur,remise_pct,montant_total_eur,client_type,reservations_passees,annulations_passees,demandes_speciales,modifications_reservation,jours_liste_attente,evenement_majeur,haute_saison_regionale,arrivee_weekend,agent_id,reservation_annulee
R001300,2024-05-28,2024-06-24,Lazio,Roma,urbaine_culturelle,LAZ-5-2,5,loisirs_couple,Ameriques,site_hotel,avion_direct,27,5,2,0,1,aucune,oui,aucun,236.81,9,1077.49,nouveau,0,0,3,3,0,0,1,0,,0
R004116,2024-05-28,2024-09-29,Sicilia,Palermo,insulaire_mixte,SIC-3-3,3,loisirs_couple,,entreprise,avion_correspondance,124,9,2,0,1,petit_dejeuner,oui,aucun,182.21,6,1541.5,nouveau,0,0,0,1,0,0,1,0,,0
R004314,2024-05-28,2024-06-18,Sicilia,Palermo,insulaire_mixte,SIC-3-2,3,famille,Autres,telephone,avion_correspondance,21,4,2,3,2,petit_dejeuner,oui,aucun,178.24,0,1425.92,entreprise,4,0,1,0,0,0,1,0,,0
R007860,2024-05-28,2024-06-19,Lazio,Roma,urbaine_culturelle,LAZ-4-1,4,affaires,Europe_Centrale,plateforme_en_ligne,avion_direct,22,3,2,0,1,petit_dejeuner,oui,aucun,222.34,8,613.66,fidele,9,1,1,1,0,0,1,0,AG042,0
R007909,2024-05-28,2024-06-04,Puglia,Bari,balneaire_rurale,PUG-3-2,3,loisirs_couple,Europe_Ouest,agence,avion_direct,7,7,2,0,1,petit_dejeuner,oui,partiel,196.93,2,1350.94,fidele,2,0,0,0,8,0,1,0,AG036,0
R008507,2024-05-28,2024-06-20,Sardegna,Cagliari,insulaire_balneaire,SAR-4-1,4,affaires,Europe_Ouest,telephone,avion_direct,23,2,2,0,1,petit_dejeuner,oui,partiel,263.69,1,522.11,fidele,2,0,0,1,0,0,1,0,,0
R008784,2024-05-28,2024-06-12,Sardegna,Cagliari,insulaire_balneaire,SAR-4-2,4,famille,Europe_Ouest,agence,avion_direct,15,4,2,1,1,aucune,oui,aucun,230.87,3,895.78,nouveau,0,0,2,0,0,0,1,0,AG031,1
R001462,2024-05-29,2024-07-14,Lombardia,Milano,affaires_lacs,LOM-5-3,5,solo,Autres,site_hotel,train,46,3,1,0,1,demi_pension,non,total,189.94,4,547.03,fidele,3,1,2,0,0,0,0,0,,0
R004380,2024-05-29,2024-06-05,Veneto,Venezia,urbaine_littorale,VEN-4-2,4,loisirs_couple,Europe_Centrale,site_hotel,avion_direct,7,2,2,0,1,demi_pension,oui,aucun,279.1,9,507.96,nouveau,0,0,,2,0,0,1,0,,1
R007687,2024-05-29,2024-06-12,Sicilia,Palermo,insulaire_mixte,SIC-3-1,3,affaires,Asie_Pacifique,entreprise,ferry,14,6,2,0,1,petit_dejeuner,oui,aucun,197.7,8,1091.3,nouveau,0,0,2,1,0,0,1,0,,0
R008797,2024-05-29,2024-07-12,Sicilia,Palermo,insulaire_mixte,SIC-5-2,5,loisirs_couple,Europe_Centrale,agence,voiture,44,21,2,0,1,petit_dejeuner,oui,aucun,177.62,4,3580.82,nouveau,0,0,3,0,0,0,1,1,AG002,0
R009613,2024-05-29,2024-07-02,Lombardia,Milano,affaires_lacs,LOM-5-2,5,famille,Italie,site_hotel,avion_direct,34,6,2,2,1,petit_dejeuner,oui,aucun,228.95,8,1263.8,nouveau,0,0,2,1,0,0,0,0,,1
R000257,2024-05-30,2024-06-27,Lombardia,Milano,affaires_lacs,LOM-4-2,4,famille,Italie,plateforme_en_ligne,train,28,2,2,3,2,demi_pension,oui,aucun,195.76,6,736.06,nouveau,0,0,1,1,0,0,0,0,AG028,0
R001868,2024-05-30,2024-06-12,Toscana,Firenze,culturelle_rurale,TOS-4-2,4,loisirs_couple,Europe_Centrale,telephone,train,13,5,2,0,1,petit_dejeuner,oui,aucun,214.67,1,1062.62,nouveau,0,0,0,0,0,0,1,0,,0
R001994,2024-05-30,2024-06-29,Lazio,Roma,urbaine_culturelle,LAZ-3-3,3,famille,Asie_Pacifique,plateforme_en_ligne,avion_direct,30,2,2,2,1,petit_dejeuner,oui,partiel,182.08,0,364.16,fidele,2,0,0,1,0,0,1,1,AG026,0
R002142,2024-05-30,2024-08-06,Trentino-Alto_Adige,Bolzano,montagne,TRE-5-3,5,famille,Italie,entreprise,train,68,3,2,2,1,petit_dejeuner,oui,aucun,299.74,17,746.35,nouveau,0,0,2,0,0,0,1,0,,0
R002464,2024-05-30,2024-07-26,Toscana,Firenze,culturelle_rurale,TOS-3-1,3,famille,Europe_Centrale,agence,voiture,57,7,2,1,1,pension_complete,non,partiel,220.17,2,1510.37,nouveau,0,0,1,0,0,0,1,1,AG008,0
R003121,2024-05-30,2024-07-02,Veneto,Venezia,urbaine_littorale,VEN-4-2,4,famille,Europe_Centrale,agence,avion_direct,33,5,2,3,2,petit_dejeuner,oui,aucun,294.13,5,2794.24,nouveau,0,0,2,0,0,1,1,0,AG041,1
R004061,2024-05-30,2024-07-23,Liguria,Genova,littorale,LIG-3-1,3,loisirs_couple,Europe_Centrale,site_hotel,voiture,54,3,2,0,1,petit_dejeuner,oui,aucun,128.07,8,353.47,nouveau,0,0,0,0,0,0,1,0,,0
R006842,2024-05-30,2024-06-27,Campania,Napoli,urbaine_cotiere,CAM-4-1,4,loisirs_couple,Italie,plateforme_en_ligne,train,28,6,2,0,1,demi_pension,oui,aucun,228.03,2,1340.82,nouveau,0,0,0,0,0,0,1,0,AG019,1
R006917,2024-05-30,2024-06-19,Sicilia,Palermo,insulaire_mixte,SIC-3-2,3,affaires,Europe_Ouest,entreprise,avion_direct,20,4,2,0,1,demi_pension,non,total,,5,555.14,fidele,4,1,2,0,0,0,1,0,,0
R000061,2024-05-31,2024-08-08,Lombardia,Milano,affaires_lacs,LOM-5-2,5,solo,Italie,site_hotel,train,69,5,1,0,1,pension_complete,oui,aucun,243.09,3,1178.99,nouveau,0,0,1,0,0,0,0,0,,0
R001638,2024-05-31,2025-05-06,Toscana,Firenze,culturelle_rurale,TOS-5-2,5,loisirs_couple,Italie,agence,avion_direct,340,3,2,0,1,petit_dejeuner,oui,partiel,261.74,0,785.22,nouveau,0,0,,1,0,0,1,0,AG022,1
R001648,2024-05-31,2024-06-12,Lazio,Roma,urbaine_culturelle,LAZ-4-1,4,famille,Italie,plateforme_en_ligne,voiture,12,5,2,3,2,demi_pension,oui,aucun,206.94,3,2007.32,fidele,6,1,2,0,0,0,1,0,AG017,0
R002046,2024-05-31,2024-08-28,Trentino-Alto_Adige,Bolzano,montagne,TRE-3-1,3,famille,Asie_Pacifique,plateforme_en_ligne,voiture,89,5,2,3,2,petit_dejeuner,non,total,178.03,1,1762.5,nouveau,0,0,0,0,0,0,1,0,AG041,0
R002802,2024-05-31,2024-07-28,Campania,Napoli,urbaine_cotiere,CAM-3-2,3,affaires,Europe_Ouest,plateforme_en_ligne,train,58,3,2,0,1,petit_dejeuner,oui,aucun,229.76,4,661.71,entreprise,9,1,1,0,0,0,1,0,AG020,0
R003498,2024-05-31,2024-06-13,Sicilia,Palermo,insulaire_mixte,SIC-5-2,5,famille,Europe_Centrale,plateforme_en_ligne,avion_direct,13,3,2,1,1,aucune,oui,aucun,204.05,1,606.03,fidele,6,1,0,1,0,0,1,0,AG030,0
R004579,2024-05-31,2024-06-27,Campania,Napoli,urbaine_cotiere,CAM-4-1,4,loisirs_couple,Italie,plateforme_en_ligne,avion_direct,27,7,2,0,1,demi_pension,oui,partiel,229.84,1,1592.79,fidele,12,2,1,0,0,0,1,0,AG039,0
R007036,2024-05-31,2024-07-03,Lazio,Roma,urbaine_culturelle,LAZ-4-1,4,famille,Asie_Pacifique,site_hotel,avion_correspondance,33,4,2,2,1,petit_dejeuner,non,partiel,125.69,2,492.7,nouveau,0,0,1,0,0,0,0,0,,0
R007140,2024-05-31,2024-06-23,Veneto,Venezia,urbaine_littorale,VEN-3-1,3,famille,Italie,telephone,avion_direct,23,2,2,3,2,aucune,oui,aucun,321.37,6,1208.35,fidele,4,1,2,2,0,0,1,0,,1
R007292,2024-05-31,2024-06-09,Campania,Napoli,urbaine_cotiere,CAM-3-3,3,affaires,Europe_Centrale,site_hotel,voiture,9,3,2,0,1,petit_dejeuner,non,total,223.01,4,642.27,nouveau,0,0,0,0,0,0,1,0,,0
R007497,2024-05-31,2024-07-06,Trentino-Alto_Adige,Bolzano,montagne,TRE-3-1,3,affaires,Europe_Ouest,entreprise,avion_direct,36,1,2,1,1,aucune,oui,aucun,165.95,9,151.01,fidele,7,1,0,0,0,0,1,1,,0
R007905,2024-05-31,2024-08-19,Trentino-Alto_Adige,Bolzano,montagne,TRE-3-2,3,famille,Europe_Ouest,plateforme_en_ligne,avion_direct,80,3,2,3,2,aucune,non,partiel,164.55,1,977.43,nouveau,0,0,1,1,0,0,1,0,AG040,1
R008303,2024-05-31,2024-06-26,Lazio,Roma,urbaine_culturelle,LAZ-4-3,4,loisirs_couple,Italie,agence,avion_direct,26,4,2,0,1,aucune,oui,aucun,296.03,5,1124.91,nouveau,0,0,1,1,0,0,1,0,AG008,0
R008340,2024-05-31,2024-06-12,Campania,Napoli,urbaine_cotiere,CAM-4-1,4,solo,Asie_Pacifique,telephone,train,12,2,1,0,1,demi_pension,oui,partiel,228.4,0,456.8,fidele,12,2,0,0,0,0,1,0,,1
R009032,2024-05-31,2024-06-08,Toscana,Firenze,culturelle_rurale,TOS-4-1,4,famille,Italie,site_hotel,train,8,5,2,2,1,petit_dejeuner,non,total,214.46,0,1072.3,nouveau,0,0,2,0,0,0,1,1,,0
R000534,2024-06-01,2024-06-26,Liguria,Genova,littorale,LIG-4-3,4,affaires,Italie,plateforme_en_ligne,voiture,25,2,2,0,1,aucune,oui,aucun,182.96,3,354.94,fidele,8,1,1,0,0,1,1,0,AG037,0
R001507,2024-06-01,2024-08-30,Toscana,Firenze,culturelle_rurale,TOS-4-1,4,loisirs_couple,Europe_Ouest,site_hotel,voiture,90,5,2,0,1,petit_dejeuner,oui,aucun,291.6,4,1399.68,nouveau,0,0,1,1,0,0,1,1,,1
R001871,2024-06-01,2024-06-22,Lombardia,Milano,affaires_lacs,LOM-4-2,4,affaires,Italie,telephone,train,21,1,2,0,1,petit_dejeuner,oui,partiel,658.19,0,658.19,nouveau,0,0,1,0,0,0,0,1,,0
R004772,2024-06-01,2024-10-09,Lazio,Roma,urbaine_culturelle,LAZ-4-3,4,groupe,Europe_Centrale,agence,voiture,130,2,5,0,4,petit_dejeuner,oui,partiel,234.76,3,1821.74,nouveau,0,0,0,0,0,0,1,0,AG002,0
R005943,2024-06-01,2024-07-04,Lombardia,Milano,affaires_lacs,LOM-4-2,4,solo,Ameriques,site_hotel,avion_direct,33,7,1,0,1,aucune,non,partiel,228.64,4,1536.46,nouveau,0,0,0,0,0,0,0,0,,0
R007716,2024-06-01,2024-06-06,Campania,Napoli,urbaine_cotiere,CAM-3-2,3,affaires,Europe_Centrale,plateforme_en_ligne,avion_direct,5,3,2,0,1,aucune,oui,aucun,185.86,6,524.13,nouveau,0,0,1,0,0,0,1,0,AG002,0
R000359,2024-06-02,2024-06-20,Puglia,Bari,balneaire_rurale,PUG-4-1,4,solo,Ameriques,agence,voiture,18,6,1,0,1,aucune,oui,aucun,171.34,5,976.64,nouveau,0,0,2,1,0,0,1,0,AG028,0
R001202,2024-06-02,2024-06-12,Toscana,Firenze,culturelle_rurale,TOS-4-3,4,solo,Europe_Ouest,plateforme_en_ligne,voiture,10,5,1,0,1,petit_dejeuner,oui,aucun,255.67,4,1227.22,nouveau,0,0,2,0,0,0,1,0,AG025,0
R002902,2024-06-02,2024-06-15,Veneto,Venezia,urbaine_littorale,VEN-3-3,3,loisirs_couple,Italie,site_hotel,avion_direct,13,4,2,0,1,demi_pension,oui,aucun,230.87,11,821.9,fidele,9,1,1,0,0,0,1,1,,0
R002935,2024-06-02,2024-07-23,Toscana,Firenze,culturelle_rurale,TOS-3-2,3,groupe,Europe_Ouest,entreprise,avion_correspondance,51,3,6,0,2,petit_dejeuner,oui,aucun,148.58,6,837.99,entreprise,2,0,1,1,0,0,1,0,,0
R003863,2024-06-02,2024-06-18,Sicilia,Palermo,insulaire_mixte,SIC-3-3,3,groupe,Italie,plateforme_en_ligne,avion_direct,16,7,5,0,3,aucune,oui,aucun,179.86,0,3777.06,nouveau,0,0,3,0,0,0,1,0,AG021,1
R004205,2024-06-02,2024-07-05,Puglia,Bari,balneaire_rurale,PUG-4-1,4,solo,Europe_Ouest,plateforme_en_ligne,voiture,33,5,1,0,1,aucune,oui,aucun,643.29,3,3119.96,nouveau,0,0,0,0,0,0,1,1,AG039,0
R005629,2024-06-02,2024-06-07,Sicilia,Palermo,insulaire_mixte,SIC-4-3,4,affaires,Italie,plateforme_en_ligne,avion_correspondance,5,6,2,0,1,petit_dejeuner,oui,aucun,160.41,4,923.96,fidele,10,2,1,0,10,0,1,1,AG032,0
R006774,2024-06-02,2024-07-02,Lombardia,Milano,affaires_lacs,LOM-4-1,4,famille,Europe_Ouest,agence,train,30,2,2,1,1,petit_dejeuner,oui,aucun,155.15,5,294.79,nouveau,0,0,0,0,0,0,0,0,AG043,0
R007420,2024-06-02,2024-07-05,Sicilia,Palermo,insulaire_mixte,SIC-5-1,5,loisirs_couple,Europe_Centrale,telephone,avion_direct,33,7,2,0,1,aucune,oui,total,272.78,0,1909.46,fidele,6,1,1,1,0,0,1,1,,0
R009833,2024-06-02,2024-07-11,Puglia,Bari,balneaire_rurale,PUG-4-1,4,groupe,Italie,agence,voiture,39,3,4,0,3,aucune,oui,aucun,179.88,0,1618.92,nouveau,0,0,2,1,0,0,1,0,AG021,1
R002500,2024-06-03,2024-07-28,Trentino-Alto_Adige,Bolzano,montagne,TRE-3-1,3,loisirs_couple,Asie_Pacifique,plateforme_en_ligne,train,55,6,2,0,1,petit_dejeuner,oui,aucun,195.65,2,1150.42,nouveau,0,0,0,0,0,0,1,0,AG034,0
R005190,2024-06-03,2024-06-25,Veneto,Venezia,urbaine_littorale,VEN-3-1,3,loisirs_couple,Italie,telephone,train,22,7,2,1,1,petit_dejeuner,oui,aucun,220.73,5,1467.85,nouveau,0,0,2,0,0,1,1,0,,0
R007030,2024-06-03,2024-08-08,Lombardia,Milano,affaires_lacs,LOM-4-2,4,famille,Asie_Pacifique,agence,train,66,7,2,3,2,aucune,oui,aucun,207.07,0,2898.98,nouveau,0,0,1,1,0,0,0,0,AG042,0
R008348,2024-06-03,2024-07-30,Toscana,Firenze,culturelle_rurale,TOS-4-3,4,solo,Europe_Ouest,plateforme_en_ligne,avion_direct,57,6,1,0,1,demi_pension,oui,partiel,228.26,7,1273.69,nouveau,0,0,0,1,0,0,1,0,AG012,0
R009002,2024-06-03,2024-06-16,Trentino-Alto_Adige,Bolzano,montagne,TRE-4-3,4,solo,Italie,plateforme_en_ligne,voiture,13,6,1,0,1,aucune,non,partiel,148.38,2,872.47,fidele,5,1,1,0,0,0,0,0,AG032,0
R009839,2024-06-03,2024-06-23,Sardegna,Cagliari,insulaire_balneaire,SAR-4-3,4,famille,Italie,agence,avion_correspondance,20,8,2,1,1,petit_dejeuner,oui,partiel,227.52,6,1710.95,nouveau,0,0,2,0,0,0,1,0,AG001,0
R000497,2024-06-04,2024-07-02,Trentino-Alto_Adige,Bolzano,montagne,TRE-4-3,4,loisirs_couple,Europe_Ouest,plateforme_en_ligne,voiture,28,3,2,0,1,aucune,oui,partiel,244.54,2,718.95,fidele,4,1,2,0,0,0,1,0,AG018,0
R004516,2024-06-04,2024-06-10,Lombardia,Milano,affaires_lacs,LOM-4-3,4,affaires,Europe_Centrale,plateforme_en_ligne,avion_direct,6,1,2,0,1,petit_dejeuner,oui,aucun,224.97,7,209.22,nouveau,0,0,0,0,0,1,0,0,AG009,1
R005785,2024-06-04,2024-06-28,Campania,Napoli,urbaine_cotiere,CAM-3-3,3,loisirs_couple,Asie_Pacifique,plateforme_en_ligne,avion_direct,24,7,2,0,1,aucune,oui,aucun,164.64,3,1117.91,fidele,10,1,1,0,0,0,1,1,AG015,1
R008327,2024-06-04,2024-07-02,Veneto,Venezia,urbaine_littorale,VEN-3-3,3,groupe,Italie,plateforme_en_ligne,voiture,28,2,3,0,4,petit_dejeuner,oui,partiel,236.79,0,1894.32,nouveau,0,0,1,1,0,0,1,0,AG035,1
R005967,2024-06-05,2024-07-08,Trentino-Alto_Adige,Bolzano,montagne,TRE-4-3,4,affaires,Europe_Ouest,plateforme_en_ligne,voiture,33,1,2,0,1,petit_dejeuner,oui,aucun,259.43,8,238.68,fidele,1,0,2,0,0,0,1,0,AG004,1
R007588,2024-06-05,2024-07-20,Sicilia,Palermo,insulaire_mixte,SIC-3-1,3,famille,,plateforme_en_ligne,avion_direct,45,3,2,2,1,petit_dejeuner,oui,aucun,163.01,2,479.25,nouveau,0,0,0,0,0,0,1,1,AG009,0
R008223,2024-06-05,2024-06-21,Lazio,Roma,urbaine_culturelle,LAZ-5-3,5,loisirs_couple,Italie,plateforme_en_ligne,train,16,3,2,,1,aucune,non,partiel,291.73,5,831.43,fidele,5,0,0,1,0,0,1,1,AG038,0
R009468,2024-06-05,2024-08-01,Toscana,Firenze,culturelle_rurale,TOS-3-3,3,groupe,Italie,agence,voiture,57,2,5,0,3,petit_dejeuner,non,partiel,136.57,1,811.23,fidele,10,2,1,0,0,0,1,0,AG036,0
R000211,2024-06-06,2024-08-23,Campania,Napoli,urbaine_cotiere,CAM-3-3,3,famille,Italie,plateforme_en_ligne,avion_direct,78,7,2,2,1,petit_dejeuner,oui,partiel,218.64,3,1484.57,nouveau,0,0,0,0,0,0,1,1,AG034,0
R002378,2024-06-06,2024-07-06,Puglia,Bari,balneaire_rurale,PUG-4-1,4,loisirs_couple,Italie,agence,avion_direct,30,4,2,0,1,aucune,oui,partiel,198.35,8,729.93,nouveau,0,0,0,0,0,0,1,1,AG026,0
R003507,2024-06-06,2024-07-22,Veneto,Venezia,urbaine_littorale,VEN-3-1,3,loisirs_couple,Europe_Ouest,site_hotel,train,46,6,2,0,1,petit_dejeuner,oui,aucun,296.71,12,1566.63,fidele,7,1,1,1,0,0,1,0,,0
R004221,2024-06-06,2024-07-20,Trentino-Alto_Adige,Bolzano,montagne,TRE-4-1,4,groupe,Italie,site_hotel,train,44,4,4,0,2,petit_dejeuner,oui,partiel,283.08,2,2219.35,nouveau,0,0,2,1,0,0,1,1,,0
R005285,2024-06-06,2024-07-24,Sicilia,Palermo,insulaire_mixte,SIC-3-2,3,famille,Asie_Pacifique,telephone,ferry,48,6,2,3,2,aucune,non,total,155.61,2,1829.97,nouveau,0,0,1,0,0,0,1,0,,0
R005923,2024-06-06,2024-07-21,Campania,Napoli,urbaine_cotiere,CAM-4-3,4,solo,Europe_Ouest,site_hotel,avion_direct,45,2,1,0,1,aucune,oui,aucun,224.38,7,417.35,nouveau,0,0,1,1,0,0,1,0,,0
R006444,2024-06-06,2024-10-27,Puglia,Bari,balneaire_rurale,PUG-4-1,4,loisirs_couple,Italie,plateforme_en_ligne,avion_correspondance,143,6,2,0,1,petit_dejeuner,non,total,150.2,5,856.14,nouveau,0,0,1,0,10,0,0,0,AG022,0
R007912,2024-06-06,2024-07-08,Toscana,Firenze,culturelle_rurale,TOS-3-3,3,solo,Ameriques,plateforme_en_ligne,voiture,32,2,1,1,1,petit_dejeuner,non,total,180.39,2,353.56,nouveau,0,0,2,0,7,0,1,0,AG029,0
R009529,2024-06-06,2024-06-12,Lazio,Roma,urbaine_culturelle,LAZ-4-3,4,solo,Europe_Centrale,plateforme_en_ligne,train,6,5,1,0,1,petit_dejeuner,non,total,208.15,3,1009.53,nouveau,0,0,0,0,0,0,1,0,AG027,0
R000007,2024-06-07,2024-07-18,Puglia,Bari,balneaire_rurale,PUG-3-3,3,solo,Europe_Ouest,site_hotel,avion_direct,41,4,1,0,1,petit_dejeuner,non,partiel,134.21,7,499.26,nouveau,0,0,2,0,0,0,1,0,,0
R002175,2024-06-07,2024-06-24,Liguria,Genova,littorale,LIG-3-1,3,affaires,Italie,plateforme_en_ligne,avion_direct,17,2,2,0,1,demi_pension,oui,aucun,181.78,2,356.29,nouveau,0,0,1,0,0,0,1,0,AG013,0
R002718,2024-06-07,2024-10-25,Toscana,Firenze,culturelle_rurale,TOS-3-2,3,famille,Europe_Ouest,site_hotel,avion_direct,140,5,2,2,1,pension_complete,oui,aucun,149.93,3,727.16,fidele,1,0,1,0,0,0,0,1,,0
R005027,2024-06-07,2024-07-13,Lazio,Roma,urbaine_culturelle,LAZ-4-1,4,loisirs_couple,Europe_Ouest,plateforme_en_ligne,train,36,6,2,0,1,pension_complete,oui,partiel,283.24,5,1614.47,nouveau,0,0,0,0,0,0,0,1,AG024,0
R006675,2024-06-07,2024-07-28,Campania,Napoli,urbaine_cotiere,CAM-5-3,5,loisirs_couple,Europe_Ouest,plateforme_en_ligne,avion_direct,51,3,2,0,1,petit_dejeuner,oui,partiel,269.61,6,760.3,nouveau,0,0,0,0,0,0,1,0,AG032,1
R007987,2024-06-07,2024-07-15,Campania,Napoli,urbaine_cotiere,CAM-5-1,5,famille,Europe_Ouest,agence,train,38,4,2,2,1,aucune,oui,partiel,278.85,5,1059.63,fidele,3,0,1,0,15,0,1,0,AG035,0
R008573,2024-06-07,2024-07-05,Campania,Napoli,urbaine_cotiere,CAM-3-2,3,famille,Europe_Centrale,agence,train,28,3,2,3,2,petit_dejeuner,oui,aucun,220.21,6,1241.98,nouveau,0,0,2,0,0,1,1,1,AG033,1
R001645,2024-06-08,2024-06-22,Toscana,Firenze,culturelle_rurale,TOS-4-2,4,famille,Europe_Centrale,site_hotel,avion_direct,14,4,2,1,1,aucune,non,total,369.82,4,1420.11,fidele,6,1,0,0,0,0,1,1,,0
R002025,2024-06-08,2024-06-28,Trentino-Alto_Adige,Bolzano,montagne,TRE-5-3,5,famille,Italie,entreprise,train,20,7,2,1,1,petit_dejeuner,oui,partiel,211.91,7,1379.53,nouveau,0,0,1,1,0,0,0,1,,0
R002643,2024-06-08,2024-07-01,Veneto,Venezia,urbaine_littorale,VEN-4-1,4,loisirs_couple,Autres,telephone,avion_direct,23,7,2,0,1,aucune,non,aucun,293.52,1,2034.09,nouveau,0,0,0,0,0,1,1,0,,0
R003231,2024-06-08,2024-06-24,Lazio,Roma,urbaine_culturelle,LAZ-4-1,4,groupe,Italie,site_hotel,train,16,2,5,,4,aucune,non,total,226,0,1808,entreprise,1,0,0,0,0,0,1,0,,0
R003587,2024-06-08,2024-07-16,Veneto,Venezia,urbaine_littorale,VEN-3-1,3,solo,Europe_Ouest,plateforme_en_ligne,train,38,6,1,,1,pension_complete,non,total,178.18,1,1058.39,nouveau,0,0,0,1,0,0,1,0,AG041,0
R004091,2024-06-08,2024-12-09,Sardegna,Cagliari,insulaire_balneaire,SAR-3-1,3,affaires,Europe_Ouest,site_hotel,avion_direct,184,5,2,0,1,demi_pension,non,total,162.91,3,790.11,entreprise,8,1,0,0,0,0,0,0,,0
R004546,2024-06-08,2024-06-27,Toscana,Firenze,culturelle_rurale,TOS-3-3,3,famille,Italie,site_hotel,voiture,19,7,2,1,1,petit_dejeuner,oui,partiel,199.85,11,1245.07,nouveau,0,0,1,0,0,0,1,0,,0
R005869,2024-06-08,2024-06-20,Campania,Napoli,urbaine_cotiere,CAM-4-3,4,loisirs_couple,Europe_Centrale,plateforme_en_ligne,avion_direct,12,5,2,0,1,petit_dejeuner,non,total,166.08,3,805.49,fidele,10,1,0,0,0,0,1,0,AG027,0
R007305,2024-06-08,2024-06-22,Lombardia,Milano,affaires_lacs,LOM-5-2,5,loisirs_couple,,site_hotel,avion_direct,14,2,2,0,1,petit_dejeuner,oui,partiel,284.76,3,552.43,nouveau,0,0,0,0,0,0,0,1,,0
R008468,2024-06-08,2024-06-20,Campania,Napoli,urbaine_cotiere,CAM-4-1,4,loisirs_couple,Ameriques,telephone,voiture,12,5,2,0,1,petit_dejeuner,oui,aucun,259.04,7,1204.54,fidele,1,0,,0,0,0,1,0,,1
R008902,2024-06-08,2024-07-11,Lazio,Roma,urbaine_culturelle,LAZ-4-3,4,famille,Italie,site_hotel,voiture,33,5,2,3,2,aucune,oui,partiel,167.87,9,1527.62,fidele,4,0,0,0,0,0,0,0,,1
R000466,2024-06-09,2024-07-15,Toscana,Firenze,culturelle_rurale,TOS-5-2,5,groupe,Europe_Ouest,site_hotel,voiture,36,4,4,0,3,petit_dejeuner,oui,aucun,239.46,5,2729.84,nouveau,0,0,0,0,0,0,1,0,,0
R001713,2024-06-09,2024-06-22,Lazio,Roma,urbaine_culturelle,LAZ-3-3,3,loisirs_couple,Italie,agence,avion_direct,13,3,2,0,1,petit_dejeuner,non,partiel,238.23,0,714.69,entreprise,3,0,0,0,1,0,1,1,AG003,0
R001732,2024-06-09,2024-07-14,Sicilia,Palermo,insulaire_mixte,SIC-4-3,4,affaires,Asie_Pacifique,agence,voiture,35,2,2,0,1,petit_dejeuner,non,total,166.38,8,306.14,fidele,3,1,1,1,0,0,1,0,AG001,0
R002828,2024-06-09,2024-09-13,Trentino-Alto_Adige,Bolzano,montagne,TRE-4-3,4,loisirs_couple,Europe_Ouest,plateforme_en_ligne,voiture,96,3,2,0,1,aucune,oui,aucun,241.48,5,688.22,entreprise,9,1,2,0,0,0,0,1,AG043,0
R003177,2024-06-09,2024-06-21,Veneto,Venezia,urbaine_littorale,VEN-3-1,3,affaires,Italie,agence,avion_correspondance,12,3,2,0,1,petit_dejeuner,non,total,,4,576.32,fidele,4,1,2,3,0,0,1,1,AG033,1
R004252,2024-06-09,2024-06-16,Lombardia,Milano,affaires_lacs,LOM-3-1,3,famille,Europe_Ouest,plateforme_en_ligne,train,7,6,2,2,1,aucune,oui,partiel,227.8,1,1353.13,nouveau,0,0,1,1,0,0,0,0,AG028,0
R004477,2024-06-09,2024-08-16,Sicilia,Palermo,insulaire_mixte,SIC-5-3,5,famille,Italie,telephone,avion_correspondance,68,7,2,3,2,aucune,oui,aucun,221.72,5,2948.88,nouveau,0,0,1,0,0,0,1,1,,1
R005346,2024-06-09,2024-06-25,Lombardia,Milano,affaires_lacs,LOM-4-1,4,famille,Europe_Centrale,plateforme_en_ligne,train,16,6,2,3,2,aucune,oui,partiel,227.02,0,2724.24,nouveau,0,0,0,0,3,0,0,0,AG020,1
R005949,2024-06-09,2024-06-25,Trentino-Alto_Adige,Bolzano,montagne,TRE-3-2,3,loisirs_couple,Europe_Centrale,site_hotel,voiture,16,6,2,0,1,petit_dejeuner,oui,partiel,152.88,6,862.24,nouveau,0,0,1,0,0,0,0,0,,0
R007735,2024-06-09,2024-06-14,Liguria,Genova,littorale,LIG-4-1,4,affaires,Europe_Ouest,entreprise,voiture,5,1,2,0,1,aucune,oui,partiel,357.71,11,318.36,nouveau,0,0,3,0,0,0,1,1,,0
R008427,2024-06-09,2024-07-03,Veneto,Venezia,urbaine_littorale,VEN-4-2,4,affaires,Ameriques,site_hotel,avion_direct,24,2,2,0,1,aucune,non,partiel,337.47,9,614.2,nouveau,0,0,1,3,0,1,1,0,,0
R002212,2024-06-10,2024-07-16,Lazio,Roma,urbaine_culturelle,LAZ-4-1,4,loisirs_couple,Europe_Ouest,telephone,avion_direct,36,3,2,0,1,aucune,oui,aucun,186.68,2,548.84,nouveau,0,0,2,0,0,0,0,0,,0
R003410,2024-06-10,2024-06-25,Sicilia,Palermo,insulaire_mixte,SIC-4-1,4,affaires,Autres,telephone,avion_correspondance,15,5,2,0,1,aucune,oui,partiel,216.27,5,1027.28,fidele,2,0,3,0,0,0,1,0,,0
